N,P,K,temperature,humidity,ph,rainfall,label,Region,Soil_Type,Growing_Season,Yield_kg_per_hectare,Growth_Days,Irrigation_Method,Pest_Incidents,Fertilizer_Application,Fertilizer_kg_ha,Organic_Matter_Percentage,Crop_Rotation,Seed_Rate_kg_ha,Market_Price_USD_per_kg,Water_Source
91,41,37,24.48556447,83.20630007,6.132570522999999,192.2316221,jute,Northern,Clay Loam,Kharif,2764,115,Flood,Low,Medium,136,1.5,Pulses,8,1.44,Rain
77,48,36,25.86705009,84.09985284,7.36008498,154.83908469999997,jute,Northern,Alluvial,Monsoon,3473,118,Flood,Medium,Medium,100,2.4,Pulses,9,1.3,River
66,58,35,23.5643831,79.46283115,7.321619041,185.25947,jute,Eastern,Clay Loam,Monsoon,3156,108,Flood,Low,Medium,149,2.4,Pulses,7,1.12,River
62,59,41,24.2248758,74.89465426,7.175170657000001,192.4931257,jute,Eastern,Clay Loam,Monsoon,3294,107,Flood,Low,Medium,104,2.0,Vegetables,7,1.21,Canal
82,35,35,25.49386782,86.97061481,7.299076163,176.5268267,jute,Eastern,Alluvial,Kharif,2386,125,Flood,Medium,Medium,85,2.8,Vegetables,10,1.24,River
61,41,35,24.97178693,79.47557931,6.842966478999998,195.7571622,jute,Northern,Loamy,Monsoon,2545,100,Flood,Medium,Medium,82,1.9,Rice,10,1.59,Canal
99,57,38,24.80624984,82.09281674,6.356295567999999,156.3616174,jute,Northern,Loamy,Kharif,3399,103,Flood,Medium,Medium,95,2.9,Pulses,9,0.82,Rain
70,42,43,23.16814977,76.66724969,6.508342839,157.1215052,jute,Eastern,Alluvial,Monsoon,2961,108,Flood,Medium,Medium,149,1.6,Rice,9,1.41,Rain
90,59,35,24.25133493,89.86454053,7.098227926,175.1742112,jute,Northern,Loamy,Kharif,2490,105,Flood,Medium,Medium,138,2.4,Rice,10,1.55,River
73,43,42,26.58361011,78.00774772,6.310699968,154.8238864,jute,Eastern,Clay Loam,Monsoon,3423,111,Flood,Low,Medium,106,1.6,Pulses,8,1.19,Canal
67,46,44,26.82489244,78.20392774,7.093328631,153.91998069999997,jute,Northern,Clay Loam,Monsoon,2881,111,Flood,Medium,Medium,126,2.4,Vegetables,10,1.35,River
84,37,42,25.49674786,81.13449097,6.691074249,169.92882340000003,jute,Northern,Alluvial,Kharif,3368,106,Flood,Medium,Medium,112,2.0,Pulses,7,0.8,River
72,41,36,24.09874353,80.57226761,6.187746776,176.8604109,jute,Eastern,Alluvial,Monsoon,3294,116,Flood,Low,Medium,119,3.3,Rice,8,1.17,Rain
71,56,37,23.18866654,86.20899734,6.491506245,176.103677,jute,Northern,Clay Loam,Kharif,2971,124,Flood,Medium,Medium,137,3.0,Rice,10,1.12,Canal
64,53,38,26.24347471,78.51063754,6.855362875,183.4065252,jute,Northern,Alluvial,Kharif,2618,116,Flood,Low,Medium,85,3.1,Vegetables,7,0.9,Rain
65,54,39,23.75091572,71.14782585,7.124571593,160.0889553,jute,Eastern,Loamy,Monsoon,2681,118,Flood,Medium,Medium,120,3.3,Vegetables,10,1.16,Rain
60,58,37,26.13871511,79.1188943,6.067302109,171.4892533,jute,Eastern,Loamy,Monsoon,2755,130,Flood,Low,Medium,108,3.3,Rice,8,1.6,River
86,39,43,26.14576648,71.23690851,6.432051512,193.1007598,jute,Eastern,Loamy,Monsoon,2551,110,Flood,Medium,Medium,141,3.4,Rice,9,1.15,Canal
90,50,44,26.91643698,73.48655995,6.253408852000001,171.4716375,jute,Northern,Alluvial,Monsoon,3123,130,Flood,Low,Medium,140,2.9,Pulses,8,1.59,Canal
91,38,36,26.5232969,77.17331847,7.287318722999999,157.8548562,jute,Eastern,Clay Loam,Kharif,2455,112,Flood,Low,Medium,126,1.5,Vegetables,7,0.94,Canal
87,48,38,23.81579631,80.94023552,7.161865733,190.312216,jute,Eastern,Alluvial,Monsoon,3151,102,Flood,Medium,Medium,133,1.5,Rice,7,1.48,River
72,41,36,26.50838667,86.84264005,6.065898282999999,152.9801697,jute,Northern,Clay Loam,Kharif,2749,105,Flood,Medium,Medium,117,3.0,Rice,7,0.84,Canal
71,54,35,26.63952463,70.95705996,7.311077075,199.3355744,jute,Eastern,Clay Loam,Kharif,2691,108,Flood,Low,Medium,92,3.2,Pulses,8,0.82,River
82,46,41,23.325013100000003,79.79609448,6.581693772,187.3096148,jute,Northern,Alluvial,Monsoon,2000,113,Flood,Low,Medium,143,2.1,Pulses,9,1.36,Canal
71,52,43,26.47549543,73.96164569,6.732826127,180.2513601,jute,Northern,Clay Loam,Monsoon,2986,125,Flood,Low,Medium,136,3.2,Pulses,7,1.06,River
80,43,43,23.78756036,74.36794079,6.014572075,172.64426540000005,jute,Northern,Clay Loam,Kharif,2800,113,Flood,Medium,Medium,121,3.2,Rice,9,1.56,River
77,55,43,25.49941707,75.99987588,6.663559451,193.71418280000003,jute,Northern,Clay Loam,Kharif,2090,101,Flood,Medium,Medium,124,2.5,Vegetables,10,1.37,Rain
95,57,41,23.24925555,73.65346838,6.434610995,184.7674863,jute,Northern,Alluvial,Kharif,3394,124,Flood,Low,Medium,125,2.2,Rice,9,0.96,Rain
63,47,35,26.98582182,89.05587886,7.432768147000001,193.8778713,jute,Northern,Loamy,Monsoon,2638,113,Flood,Medium,Medium,150,1.5,Vegetables,8,0.8,Canal
93,43,38,23.61475336,86.14290267,6.987332927000001,150.2355238,jute,Eastern,Loamy,Kharif,3020,101,Flood,Low,Medium,99,2.6,Rice,7,1.45,River
87,44,43,23.87484465,86.79261344,6.718725189,177.5147313,jute,Northern,Clay Loam,Kharif,2617,114,Flood,Low,Medium,148,2.5,Rice,10,1.35,Rain
88,52,39,23.92887902,88.07112278,6.880204617,154.6608736,jute,Northern,Alluvial,Kharif,3031,126,Flood,Medium,Medium,82,3.0,Rice,8,0.81,River
90,39,37,24.81441246,81.68688879,6.86106911,190.7886386,jute,Eastern,Loamy,Kharif,2281,108,Flood,Medium,Medium,113,2.4,Rice,7,1.08,River
90,39,43,24.44743944,82.286484,6.7693455,190.9684885,jute,Eastern,Clay Loam,Monsoon,2895,122,Flood,Low,Medium,104,1.8,Vegetables,7,1.19,Canal
84,38,43,26.57421679,73.81994896,7.26158085,159.3223075,jute,Eastern,Clay Loam,Kharif,2323,107,Flood,Low,Medium,142,2.0,Rice,9,1.43,Rain
91,21,26,26.33377983,57.36469955,7.261313694,191.6549412,coffee,Western,Red,Perennial,1530,1099,Drip,High,Medium,250,2.7,Fallow,1589,2.96,Well
107,21,26,26.45288458,55.32222678,7.235070264,144.68613359999995,coffee,Southern,Loamy,Perennial,1467,1388,Sprinkler,Medium,Medium,179,3.2,Fallow,1211,2.87,Rain
83,38,35,25.70822684,52.88667115,7.18915558,136.73250919999998,coffee,Southern,Red,Perennial,2425,1168,Drip,Medium,High,158,2.7,Fallow,1591,3.32,Rain
108,24,31,24.12832546,56.18107663,6.431899747999999,147.27578180000003,coffee,Western,Loamy,Perennial,1508,1439,Sprinkler,High,Medium,160,3.2,Fallow,1415,3.3,Reservoir
116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,coffee,Western,Red,Perennial,2492,1150,Drip,High,Medium,227,3.1,Fallow,1747,3.96,Well
116,23,25,23.4123707,52.26994674,6.869720196,139.3670753,coffee,Western,Red,Perennial,1748,1415,Drip,Medium,Medium,287,2.8,Fallow,1253,2.37,Well
109,31,27,23.05951896,50.40609436,6.973839707000001,164.4971875,coffee,Southern,Sandy Loam,Perennial,2384,1383,Sprinkler,High,Medium,208,3.8,Fallow,1607,3.07,Reservoir
89,25,34,23.07895447,63.65861483,7.184801627000001,129.8765443,coffee,Southern,Sandy Loam,Perennial,2023,1441,Sprinkler,High,High,282,2.4,Fallow,1789,3.75,Rain
118,18,32,27.6496114,51.11044023,6.351823783,122.8392822,coffee,Southern,Loamy,Perennial,1728,1282,Sprinkler,Medium,Medium,181,2.9,Fallow,1637,3.26,Reservoir
111,32,34,25.46743689,69.35161206,6.392048018,171.37644619999998,coffee,Southern,Red,Perennial,2064,1215,Sprinkler,High,Medium,229,2.0,Fallow,1608,2.99,Rain
84,36,28,26.7350622,55.55164819,6.119892347,140.63052130000003,coffee,Southern,Red,Perennial,2097,1108,Sprinkler,Medium,High,212,4.3,Fallow,1753,3.3,Well
85,33,25,26.20811417,52.50987966,6.910823945,189.0944824,coffee,Western,Sandy Loam,Perennial,1669,1389,Drip,Medium,High,172,4.2,Fallow,1615,3.71,Well
99,15,27,27.0424167,57.27927475,6.501157208,165.6872119,coffee,Southern,Loamy,Perennial,2429,1203,Drip,High,Medium,193,4.0,Fallow,1634,2.89,Well
81,30,31,24.65090184,51.93952357,7.027585558999999,135.1386537,coffee,Southern,Loamy,Perennial,1945,1430,Sprinkler,High,High,271,3.5,Fallow,1543,4.42,Well
95,39,29,27.35152643,55.99375012,7.13411409,148.98125249999995,coffee,Western,Loamy,Perennial,1134,1113,Drip,High,Medium,161,2.6,Fallow,1794,3.15,Well
81,34,30,25.17787724,62.26244581,6.6477659970000005,135.0119649,coffee,Western,Sandy Loam,Perennial,1239,1197,Sprinkler,Medium,High,190,4.0,Fallow,1669,3.77,Well
80,15,28,23.11438731,68.00096043,6.703270635,161.8944624,coffee,Western,Loamy,Perennial,2019,1187,Sprinkler,Medium,Medium,270,4.3,Fallow,1431,2.06,Well
104,20,26,27.22783677,52.95261751,7.493191968,175.7260273,coffee,Southern,Sandy Loam,Perennial,1520,1271,Drip,Medium,High,222,2.8,Fallow,1352,2.12,Rain
109,29,28,23.26316991,60.51600210000001,6.724688502999999,194.1755471,coffee,Southern,Sandy Loam,Perennial,2085,1452,Sprinkler,Medium,High,259,3.4,Fallow,1372,2.45,Rain
100,32,26,25.234661,57.53161469,6.043485685,124.2261737,coffee,Western,Loamy,Perennial,1571,1334,Drip,Medium,High,168,3.9,Fallow,1793,2.26,Rain
100,24,28,25.59535262,57.72920846,7.101661011,195.7733251,coffee,Southern,Red,Perennial,2111,1116,Sprinkler,Medium,Medium,286,3.9,Fallow,1548,4.19,Well
83,21,28,25.5674832,60.49244602,7.466900682999999,190.2257843,coffee,Western,Sandy Loam,Perennial,2083,1178,Sprinkler,Medium,Medium,155,3.5,Fallow,1750,2.8,Well
120,23,28,25.67324193,51.29043632,6.877799264,196.2736367,coffee,Southern,Red,Perennial,1808,1406,Drip,High,Medium,206,2.2,Fallow,1349,3.81,Rain
104,26,30,24.40726724,62.65692638,6.410992833,148.6977358,coffee,Southern,Loamy,Perennial,1982,1170,Drip,Medium,High,219,3.6,Fallow,1604,3.58,Rain
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,coffee,Western,Sandy Loam,Perennial,2230,1162,Sprinkler,High,Medium,175,2.4,Fallow,1556,2.39,Well
91,25,26,24.53460016,66.99765375,7.482414225,180.5059257,coffee,Southern,Loamy,Perennial,2179,1429,Sprinkler,Medium,Medium,267,3.0,Fallow,1798,3.82,Well
86,26,27,27.13140403,52.89368299,6.081172981,192.4280381,coffee,Western,Sandy Loam,Perennial,2330,1201,Sprinkler,High,Medium,194,3.2,Fallow,1652,2.19,Rain
98,18,27,27.56088634,68.49299897,6.516312148,167.43580749999995,coffee,Southern,Sandy Loam,Perennial,1977,1170,Sprinkler,Medium,High,217,2.7,Fallow,1552,2.6,Rain
111,27,31,23.59302313,55.27564977,6.0433309510000015,191.3980675,coffee,Southern,Sandy Loam,Perennial,2107,1159,Drip,High,High,277,2.8,Fallow,1796,3.39,Rain
84,39,35,23.17714381,52.13864034,6.959404135,117.3113562,coffee,Western,Red,Perennial,1851,1322,Sprinkler,High,High,258,2.1,Fallow,1247,3.98,Reservoir
98,27,27,24.71384065,51.29142534,7.238109556,197.6439711,coffee,Western,Loamy,Perennial,1943,1413,Sprinkler,Medium,Medium,288,3.9,Fallow,1540,2.4,Reservoir
118,21,34,24.38534644,64.72543073,7.234258375,119.6324109,coffee,Western,Sandy Loam,Perennial,1073,1293,Drip,High,Medium,296,2.3,Fallow,1339,2.02,Rain
103,27,31,27.15998538,51.59100753,6.691541233,126.1752206,coffee,Western,Loamy,Perennial,1388,1218,Drip,High,High,257,2.3,Fallow,1571,2.06,Well
82,24,33,26.53543168,67.09608099,6.809593554,120.6494434,coffee,Western,Red,Perennial,1837,1374,Drip,High,Medium,222,2.4,Fallow,1654,2.61,Reservoir
86,31,35,27.01207284,60.76645256,6.485761419,191.4508931,coffee,Western,Loamy,Perennial,1813,1267,Drip,Medium,Medium,214,3.2,Fallow,1673,4.35,Rain
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,coffee,Western,Loamy,Perennial,2462,1304,Drip,High,High,222,2.5,Fallow,1245,2.91,Well
84,27,29,23.32293161,53.00366334,7.167092586,168.26442869999997,coffee,Southern,Red,Perennial,1514,1351,Drip,High,High,219,2.1,Fallow,1533,3.58,Reservoir
120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,coffee,Western,Red,Perennial,1935,1441,Drip,Medium,High,235,3.8,Fallow,1699,4.35,Well
106,40,30,23.42611644,64.10651528,6.779984384,122.6847408,coffee,Southern,Loamy,Perennial,2092,1371,Drip,Medium,High,199,3.0,Fallow,1385,3.3,Reservoir
113,21,33,26.02241444,55.83288958,7.277422737999999,176.90209240000004,coffee,Western,Loamy,Perennial,2326,1132,Sprinkler,Medium,High,257,2.1,Fallow,1254,3.68,Rain
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,coffee,Western,Sandy Loam,Perennial,1789,1398,Drip,Medium,Medium,161,4.1,Fallow,1440,4.29,Rain
80,30,25,26.24092174,65.64381357,7.487266991,148.37712019999995,coffee,Western,Red,Perennial,1790,1210,Sprinkler,Medium,High,180,2.7,Fallow,1642,3.95,Reservoir
88,21,27,24.43011925,66.02411187,7.231166546,181.6368274,coffee,Western,Sandy Loam,Perennial,2142,1420,Sprinkler,Medium,Medium,203,2.4,Fallow,1561,2.55,Reservoir
113,33,34,26.00373964,62.144510200000006,6.559817161000002,153.477776,coffee,Western,Sandy Loam,Perennial,1672,1341,Drip,Medium,Medium,211,3.4,Fallow,1467,4.18,Well
87,23,28,26.22367404,62.26594559,6.979590627,193.7461968,coffee,Western,Red,Perennial,1194,1346,Sprinkler,Medium,Medium,297,3.0,Fallow,1494,2.79,Reservoir
113,15,29,27.09617155,63.55324262,6.779230041,190.2440566,coffee,Southern,Loamy,Perennial,1980,1243,Drip,Medium,Medium,264,4.3,Fallow,1560,2.44,Well
98,29,30,25.64004392,61.03273481,6.217974349,199.4735636,coffee,Western,Red,Perennial,1421,1243,Sprinkler,Medium,Medium,172,2.6,Fallow,1408,3.22,Rain
97,29,27,27.74576987,54.36976075,7.205078785,139.8619431,coffee,Southern,Red,Perennial,1337,1360,Sprinkler,High,High,213,2.8,Fallow,1433,3.82,Well
85,35,32,26.24928198,54.28617819,6.854011265,133.1120232,coffee,Western,Red,Perennial,2336,1129,Sprinkler,Medium,High,215,4.4,Fallow,1692,2.99,Well
82,29,35,26.67377159,52.24226285,6.246872394,156.15438980000005,coffee,Western,Sandy Loam,Perennial,2123,1332,Drip,Medium,Medium,287,2.9,Fallow,1748,2.64,Reservoir
103,33,25,27.10210397,55.74973320000001,6.911066044,139.5013171,coffee,Southern,Loamy,Perennial,2087,1182,Drip,High,Medium,211,2.5,Fallow,1488,3.79,Rain
112,17,28,27.62975458,61.26002598,6.777417989,196.6492664,coffee,Western,Red,Perennial,1955,1441,Drip,High,Medium,299,4.2,Fallow,1758,4.14,Well
99,19,33,27.536454700000004,55.51673151,6.273741983,130.6377143,coffee,Southern,Sandy Loam,Perennial,1211,1169,Sprinkler,High,High,235,2.5,Fallow,1666,2.49,Reservoir
120,20,34,23.56960509,50.56339727,6.906124587000001,130.3797119,coffee,Western,Sandy Loam,Perennial,1195,1349,Sprinkler,Medium,High,291,3.3,Fallow,1362,2.62,Reservoir
114,27,28,24.99451759,57.93250202,7.162802357,192.8736822,coffee,Western,Sandy Loam,Perennial,1239,1458,Drip,Medium,High,218,3.5,Fallow,1558,3.88,Rain
100,40,35,27.56441788,54.41094079,6.9557873510000015,177.816092,coffee,Western,Loamy,Perennial,1283,1125,Sprinkler,Medium,High,215,4.0,Fallow,1774,2.11,Reservoir
108,35,25,23.98143338,61.10935084,6.971963169,161.5279095,coffee,Western,Red,Perennial,1326,1266,Drip,High,High,207,3.9,Fallow,1682,4.44,Reservoir
115,31,30,24.22984659,67.37768353,6.840927967000001,122.4073418,coffee,Western,Loamy,Perennial,2358,1424,Sprinkler,High,Medium,296,4.2,Fallow,1635,2.19,Well
87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,coffee,Western,Sandy Loam,Perennial,2411,1249,Drip,High,High,163,3.8,Fallow,1355,4.0,Reservoir
82,24,26,24.31274458,53.57285558,6.089443602999999,184.4103931,coffee,Southern,Sandy Loam,Perennial,2384,1104,Drip,Medium,High,239,2.4,Fallow,1328,3.79,Rain
94,26,27,26.36629861,52.25738495,7.456460375,177.31761609999995,coffee,Southern,Sandy Loam,Perennial,2414,1126,Drip,Medium,Medium,157,3.1,Fallow,1315,4.11,Well
87,28,35,26.5602777,57.1621814,6.759211911,152.0616227,coffee,Southern,Loamy,Perennial,2029,1161,Sprinkler,High,Medium,260,3.0,Fallow,1558,4.39,Rain
118,40,35,26.35034208,58.50650238,7.460174812000001,121.5586297,coffee,Southern,Sandy Loam,Perennial,1082,1363,Drip,High,High,206,3.5,Fallow,1251,2.64,Rain
87,38,29,25.20406808,57.88370456,6.652642579,156.1457255,coffee,Southern,Loamy,Perennial,1609,1384,Drip,High,High,198,4.2,Fallow,1238,4.35,Well
92,40,30,23.35723208,55.18792166,6.026287448,171.6976946,coffee,Southern,Red,Perennial,1152,1210,Sprinkler,High,High,245,2.5,Fallow,1644,2.27,Rain
97,22,26,23.60567546,59.68849145,6.074190142000001,185.1568059,coffee,Western,Red,Perennial,2241,1428,Sprinkler,Medium,High,225,2.5,Fallow,1457,4.34,Well
99,40,32,24.18471151,69.94807345,7.0455430560000005,163.27087319999995,coffee,Southern,Sandy Loam,Perennial,2256,1159,Sprinkler,High,Medium,297,3.1,Fallow,1331,3.02,Rain
89,28,33,26.44414097,53.83876189,6.9932360010000005,175.3723314,coffee,Western,Sandy Loam,Perennial,1971,1409,Drip,Medium,Medium,227,2.7,Fallow,1465,2.92,Reservoir
112,39,29,26.12492233,63.37479229,6.726528895,147.8035305,coffee,Western,Loamy,Perennial,1346,1173,Drip,Medium,Medium,226,4.1,Fallow,1733,3.61,Reservoir
111,28,26,27.77363343,64.47858698,6.937352845,192.7121236,coffee,Western,Red,Perennial,1308,1147,Drip,High,Medium,270,3.3,Fallow,1530,3.63,Well
114,20,26,25.55656667,62.67087838,7.27905689,193.5866233,coffee,Western,Sandy Loam,Perennial,1822,1414,Drip,Medium,Medium,276,3.9,Fallow,1376,3.68,Rain
117,26,30,27.92374437,67.96910852,7.079850922,115.2325531,coffee,Western,Loamy,Perennial,1252,1203,Sprinkler,Medium,High,272,3.7,Fallow,1304,3.1,Reservoir
111,29,31,26.05968403,52.31098539,6.136286518,161.3432535,coffee,Southern,Sandy Loam,Perennial,2238,1114,Sprinkler,High,Medium,228,3.6,Fallow,1289,3.42,Rain
119,30,28,26.35770906,64.57578034,6.5052036960000015,163.62694960000005,coffee,Western,Loamy,Perennial,2149,1202,Sprinkler,Medium,Medium,154,2.7,Fallow,1798,3.71,Rain
116,40,33,24.91370487,54.15319242,7.042089492000001,129.5481144,coffee,Southern,Loamy,Perennial,1275,1140,Drip,Medium,Medium,206,4.0,Fallow,1586,4.36,Reservoir
95,37,35,27.31317116,68.42333909999999,6.348337518999998,192.4288139,coffee,Western,Red,Perennial,1484,1119,Sprinkler,Medium,High,186,4.0,Fallow,1356,3.26,Well
86,40,33,26.1387869,52.26311691,7.432322234,136.3027766,coffee,Western,Sandy Loam,Perennial,1672,1392,Sprinkler,High,High,176,3.0,Fallow,1213,2.84,Well
117,37,32,23.1069385,67.06230539,6.787658922,162.57696059999995,coffee,Southern,Sandy Loam,Perennial,1348,1185,Sprinkler,Medium,High,261,4.4,Fallow,1218,2.43,Reservoir
105,18,35,23.52648086,68.44030686,6.743417121,171.8839938,coffee,Southern,Sandy Loam,Perennial,1922,1335,Drip,Medium,Medium,201,3.1,Fallow,1242,3.67,Reservoir
109,23,25,25.11711046,68.48030408,7.00733163,194.8773479,coffee,Western,Sandy Loam,Perennial,2388,1383,Sprinkler,Medium,High,197,4.1,Fallow,1793,2.09,Well
80,18,31,24.02952505,58.84880599,7.303033217,134.6803969,coffee,Southern,Loamy,Perennial,2136,1388,Drip,High,Medium,235,2.6,Fallow,1774,2.57,Reservoir
101,31,26,26.70897548,69.71184111,6.861235184,158.86088869999998,coffee,Southern,Red,Perennial,2223,1240,Drip,Medium,Medium,253,3.4,Fallow,1645,3.31,Rain
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,coffee,Western,Loamy,Perennial,1815,1127,Drip,Medium,Medium,157,3.7,Fallow,1657,4.1,Well
93,26,27,24.59245684,56.46829641,7.288211994,137.70440469999997,coffee,Western,Loamy,Perennial,2163,1423,Drip,High,Medium,196,4.4,Fallow,1397,2.91,Rain
104,35,28,27.51006055,50.66687215,6.983732393,143.9955548,coffee,Western,Sandy Loam,Perennial,2000,1106,Sprinkler,High,Medium,200,4.4,Fallow,1579,4.0,Reservoir
116,36,25,27.57847581,58.52534263,6.172090205,156.6810374,coffee,Southern,Sandy Loam,Perennial,2026,1176,Drip,High,Medium,209,4.0,Fallow,1766,3.14,Rain
107,38,29,26.65069302,57.56695719,6.35118177,145.105065,coffee,Southern,Sandy Loam,Perennial,1205,1358,Sprinkler,Medium,High,224,4.3,Fallow,1727,3.92,Rain
101,33,33,26.97251562,62.0183627,6.908671378999999,142.8610793,coffee,Western,Red,Perennial,1833,1265,Drip,High,Medium,218,2.8,Fallow,1369,4.35,Well
107,31,31,23.17124551,52.97841162,6.766184468,153.12016440000005,coffee,Southern,Sandy Loam,Perennial,1246,1307,Drip,High,Medium,259,3.9,Fallow,1413,2.02,Reservoir
99,16,30,23.52652084,65.44340921,6.392791654,186.1728203,coffee,Southern,Loamy,Perennial,1609,1413,Sprinkler,Medium,Medium,268,3.2,Fallow,1775,2.84,Reservoir
103,40,30,27.30901814,55.196224,6.3483162570000005,141.48316440000005,coffee,Southern,Red,Perennial,2462,1130,Drip,Medium,High,156,2.3,Fallow,1378,3.81,Well
118,31,34,27.54823036,62.88179198,6.123796057000001,181.4170812,coffee,Western,Loamy,Perennial,1033,1123,Drip,High,High,209,3.0,Fallow,1429,2.23,Rain
106,21,35,25.627355,57.04151119,7.4285236339999985,188.5506536,coffee,Western,Red,Perennial,1293,1395,Sprinkler,Medium,Medium,247,4.3,Fallow,1627,3.09,Reservoir
116,38,34,23.29250318,50.04557009,6.020947179,183.468585,coffee,Southern,Loamy,Perennial,1985,1417,Drip,Medium,Medium,280,3.8,Fallow,1701,3.07,Rain
97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,coffee,Southern,Red,Perennial,1876,1192,Drip,High,Medium,170,4.4,Fallow,1481,2.9,Reservoir
107,34,32,26.77463708,66.4132686,6.78006386,177.7745075,coffee,Western,Red,Perennial,2071,1160,Sprinkler,Medium,Medium,166,4.2,Fallow,1417,2.67,Rain
99,15,27,27.41711238,56.63636248,6.086922359,127.92461000000002,coffee,Western,Sandy Loam,Perennial,1739,1182,Sprinkler,High,Medium,246,3.4,Fallow,1586,3.18,Reservoir
118,33,30,24.13179691,67.22512329,6.362607851,173.32283859999995,coffee,Southern,Sandy Loam,Perennial,1411,1390,Sprinkler,High,High,207,3.1,Fallow,1287,2.07,Rain
117,32,34,26.2724184,52.12739421,6.758792552,127.1752928,coffee,Southern,Red,Perennial,2227,1370,Sprinkler,Medium,High,174,2.3,Fallow,1535,4.01,Rain
104,18,30,23.60301571,60.39647474,6.779832611000002,140.9370415,coffee,Southern,Loamy,Perennial,1275,1292,Sprinkler,High,High,261,3.8,Fallow,1387,2.34,Rain
59,69,73,19.458889302192382,17.685377179589935,8.268905523737404,75.26776541424911,chickpea,Central,Loamy,Winter,1590,116,Flood,Medium,Medium,47,1.1,Rice,80,1.12,Well
39,61,10,28.324707425584744,67.64767813742158,7.403149399439708,23.158773926146644,blackgram,Southern,Clay Loam,Kharif,1064,85,Sprinkler,Medium,Medium,64,2.2,Vegetables,18,1.04,Rain
124,32,14,26.02214833994193,78.53966835657322,7.254684752821109,76.36197474987235,cotton,Central,Sandy Loam,Kharif,3161,200,Drip,High,Medium,140,1.8,Wheat,20,1.55,Well
33,134,200,34.46142416513003,79.16256785724146,6.017638125160994,30.422263894065928,grapes,Southern,Loamy,Perennial,20556,802,Drip,High,High,274,1.7,Fallow,1799,1.7,Canal
75,54,38,26.38698169401807,81.5237716683063,7.116497560033667,221.99874691878165,jute,Northern,Clay Loam,Kharif,2094,105,Flood,Medium,Medium,109,1.6,Pulses,7,1.1,Rain
30,59,19,30.44879404943663,60.004407461728185,5.711660900466729,137.4610626902849,pigeonpeas,Central,Loamy,Kharif,1407,168,Drip,Medium,Low,57,1.5,Fallow,17,1.13,Well
122,10,48,23.10554110072632,86.83701674104842,6.71345940702754,53.510903395551935,watermelon,Southern,Sandy,Spring,23678,102,Sprinkler,Low,High,186,2.5,Fallow,2,0.24,Canal
